132,-135,70
67,-148,-136
-78,-53,-19
2,-20,-138
54,67,-33
31,95,128
-105,-82,96
-72,101,48
51,58,-23
131,53,51
-38,35,66
-118,-48,121
-52,76,-82
132,-71,100
144,133,70
-39,66,15
-60,-136,83
-114,-58,87
136,143,-5
15,-124,-50
-83,-12,135
-115,72,-11
-144,-78,-32
-76,-96,47
-125,-102,82
95,62,50
12,-148,64
-2,-60,-144
-65,-22,-99
132,144,-73
-67,-89,117
-30,-54,91
-138,-47,-136
-20,79,-30
-71,104,19
-139,101,-69
113,-36,-15
28,-136,75
86,1,-97
138,-17,-103
-33,118,10
-13,-9,107
-72,3,-38
-58,133,-109
63,-36,-102
-16,-25,-99
117,-62,67
-48,-132,81
-71,105,-68
-18,145,118
82,-38,86
-58,-149,-21
-49,-70,132
115,74,-133
-143,-13,33
-43,-127,-142
8,140,-1
-74,-6,69
-91,73,76
-8,-94,71
-40,-110,-64
-52,34,-63
78,136,17
112,101,-58
-118,-140,131
65,19,-145
126,-70,-103
27,58,42
-54,117,-35
-127,-41,73
146,121,113
-68,-28,-2
20,-100,36
-61,-86,39
83,-2,102
65,-34,-29
122,-58,51
-131,-129,11
61,19,-21
-123,94,140
-148,91,-136
116,-75,-14
-36,147,88
-98,-11,-96
91,-78,53
43,-111,-131
-83,-139,13
-130,-67,86
32,144,-45
-87,-77,-48
-45,-74,-55
-31,-56,20
105,110,70
95,-138,-91
-150,103,-19
105,49,21
124,116,84
39,-112,-133
-25,70,-86
132,-115,-13
-66,-9,115
81,110,-91
-48,118,-131
-76,63,-119
-17,115,-113
-134,70,138
89,44,-144
24,-15,-106
93,-138,115
-143,145,-98
47,-19,43
12,-35,4
124,67,24
-105,141,-63
-21,26,-97
16,42,123
56,-18,70
62,-92,-43
106,-149,-30
123,-141,17
-124,108,-100
69,-30,15
-25,-4,-16
149,42,27
-11,-129,-97
94,89,148
119,-5,-20
91,-93,90
-101,-85,91
19,-111,-148
-62,-33,110
-12,-114,-17
-94,64,-119
40,115,73
-82,-46,146
23,-50,137
21,-80,34
-97,-139,143
143,-38,-91
137,-117,0
139,-29,117
-148,-138,-95
37,-82,119
68,-140,85
44,-72,-59
92,-146,42
80,25,-136
-36,79,-73
-42,72,40
69,59,125
-81,101,-53
-114,-145,11
-7,42,131
-37,12,141
-50,-42,-28
93,-99,-24
37,131,-97
51,-3,132
-119,-143,107
123,76,68
98,145,71
-53,-67,76
108,77,20
141,-58,-117
-115,94,-9
7,89,94
-115,-23,127
-10,-70,-25
25,-39,-18
-18,-66,-39
-48,-65,-44
-126,32,92
100,43,71
23,34,-85
56,69,-141
-51,-22,98
-54,65,-23
-77,-94,58
100,81,-79
-67,-35,58
96,67,143
-98,91,77
-104,94,-30
117,-33,-93
-118,-75,-122
-57,76,7
-56,-76,-26
123,-2,82
83,-52,13
-145,83,-120
115,29,98
-140,134,91
87,-68,87
-40,-48,-44
17,36,31
45,130,10
-46,-24,84
131,-51,-16
63,-117,83
-73,-60,68
-43,-95,0
-43,-33,36
-101,-96,118
-112,66,-80
-5,-67,107
-72,-119,139
88,37,-35
75,18,116
-39,-68,-99
-54,61,-9
-135,-80,98
67,28,-85
-47,129,22
-79,-133,-62
-8,64,74
1,143,-143
-10,133,44
-143,58,-35
123,-130,99
-125,18,62
68,33,132
69,-50,62
134,53,93
58,-123,111
147,19,77
71,-130,70
130,62,54
76,69,14
-109,94,86
140,-129,-45
104,90,-110
87,9,-9
-1,45,-54
-57,-46,-27
-44,-49,-106
-117,-76,-34
-144,-96,-122
60,130,149
-24,-76,94
-35,-34,115
70,-79,55
110,-90,-34
3,59,-86
-148,-96,18
27,62,-129
72,148,-3
-60,-94,103
-31,-132,135
20,-6,-91
-36,109,78
-70,81,149
-113,42,-91
56,-53,-130
120,1,-23
-12,-121,-59
9,101,-9
-92,-109,47
-139,62,65
146,-67,-90
-42,99,-79
-114,-121,-147
-63,-31,97
48,-125,-54
120,145,98
-53,35,127
91,-106,130
-68,-48,-77
130,15,136
45,11,-29
105,119,-80
-123,-145,2
-68,-58,121
-121,-108,-102
-25,-137,-107
-77,-40,78
-48,-99,-126
-68,36,28
6,16,-107
44,-89,106
-135,-81,76
-13,-2,133
-109,80,-22
-86,-139,20
-38,-14,33
57,112,-104
-15,-86,-1
61,49,-115
-9,-95,51
86,99,113
43,-134,-66
-31,3,82
4,45,12
132,109,23
3,-26,-89
-114,-119,-75
-16,69,42
134,-20,-59
-131,-126,-4
123,110,-3
86,3,13
-78,-126,-82
-146,29,113
16,11,125
-59,-84,1
54,5,32
-118,139,-49
126,123,134
-83,-105,-90
115,-132,-130
14,-144,76
-123,-72,100
-55,-68,31
-39,-150,-55
-12,-7,11
139,-103,-134
21,-19,-144
-125,-43,-119
-89,76,-74
-29,41,-56
43,-95,2
-31,-16,80
-28,80,-86
-147,-57,-86
0,81,57
-138,70,-143
-122,-7,-12
-64,70,148
-32,131,74
96,4,18
-57,-50,125
95,69,-40
26,-57,-58
90,-1,35
-93,149,-34
-134,-139,-62
-127,-58,81
64,80,2
114,-50,35
38,-103,-58
-94,42,42
-118,-13,13
44,-85,-141
136,-92,8
21,-35,7
-111,-19,71
-23,57,-85
-40,23,-103
-136,-13,-2
50,-125,97
-106,-16,-11
138,68,126
1,-38,-56
10,0,2
-80,-129,-131
130,-90,52
103,89,11
-132,-101,-116
-33,-86,21
115,-134,99
114,-90,-15
-47,-102,-97
-18,101,67
76,-38,-83
-20,32,-10
51,12,50
-47,-35,41
115,35,90
-99,-147,-146
125,-130,-130
74,135,-70
-91,-10,30
14,122,-18
-69,100,94
50,-18,28
-110,-65,-57
142,39,110
33,56,48
-27,-141,103
-22,134,123
-2,58,-140
131,-131,1
11,33,25
-105,-134,28
-109,66,-140
122,106,-54
-85,-150,-113
-73,33,145
-123,-143,-94
130,37,-109
-144,-63,-149
-134,-82,-129
69,132,106
-55,-71,-125
-125,-29,143
-115,-57,100
33,60,-148
122,137,36
-131,-135,43
-74,-103,-18
-33,-97,69
20,-28,-110
41,-57,-76
50,38,3
75,115,124
68,-149,-83
70,86,127
125,111,-133
11,130,-66
-44,-94,-19
88,75,87
7,-54,-39
47,-111,54
121,141,-57
27,118,-40
1,89,-39
121,61,-50
98,36,-89
-133,-103,-57
-49,55,0
135,-7,-23
124,-149,125
-65,100,-83
139,124,-92
-16,1,-71
95,-96,-132
-42,-125,79
58,-124,18
-129,-107,117
-35,47,23
-133,84,-134
46,58,-81
22,143,-78
141,-116,-104
-101,19,99
30,16,-147
48,124,-121
30,85,-95
-102,-142,0
-83,-27,-103
90,42,131
107,-9,91
-72,-137,136
0,-94,-129
98,7,92
47,-112,-42
103,86,-16
132,18,-29
-61,118,-20
89,-114,-145
-111,126,100
-78,135,-59
-136,-34,6
-98,116,62
-77,117,-81
-83,66,-43
77,19,-54
-88,53,114
85,-106,135
-85,134,-129
-27,-75,-101
-77,-3,-63
14,63,53
-130,116,71
134,-59,90
-97,9,7
63,-64,-124
-141,50,80
-125,-14,124
-88,51,-140
-67,-74,-13
35,-1,135
-126,-137,100
129,-65,66
102,-81,-90
43,25,69
-100,-62,-93
-22,-1,108
-40,76,-56
-13,139,-103
-3,-26,-26
-113,-89,-125
-76,-65,-59
-126,-34,26
143,-81,148
-97,112,75
-126,-86,-85
-69,42,64
-111,-147,42
35,-10,31
83,-111,-92
-41,-22,-31
-16,52,107
75,129,-77
4,122,44
2,-73,58
-21,-49,122
44,32,67
10,124,122
-98,9,14
136,-6,105
-54,103,-66
65,-10,136
74,-85,-133
148,69,139
42,-27,-32
-49,102,69
-25,48,4
-56,-92,-22
-84,13,137
80,51,-18
88,147,-13
-128,62,127
-90,-13,-55
-72,37,-136
-31,-19,40
88,134,44
7,12,-57
-87,106,53
41,-127,-84
81,-145,117
-35,93,-134
-146,115,131
132,-72,20
-73,58,-93
-7,-123,90
-117,115,75
130,25,-63
-77,140,-107
-122,32,-32
-3,15,-26
-36,-118,-83
33,-114,-65
14,-132,65
-116,-3,-27
-59,-107,0
-67,-22,18
-142,-42,-55
-3,83,-65
41,112,-131
-141,-41,86
35,125,118
-145,8,-145
-8,-76,-75
-93,-42,125
30,101,-132
-68,-115,-4
-148,-107,-143
-1,93,90
137,-16,104
-144,45,-35
93,-69,-7
113,-12,-97
118,130,-22
-106,-113,86
-131,119,90
-61,-47,125
137,8,-80
144,-143,-137
85,-104,49
91,-97,-55
-93,-102,78
50,-139,-84
103,-118,-52
-17,-74,-15
-80,-3,6
-140,138,-139
-113,125,19
-43,120,79
23,107,125
-78,48,-70
69,-143,-22
49,109,42
-133,115,74
-35,-52,-98
-148,70,101
8,132,89
72,-131,64
-59,29,34
-78,-46,43
-102,26,-6
-22,-2,1
-141,-103,-39
103,-85,-22
27,82,76
131,85,49
82,-5,31
21,-31,103
-13,61,34
-76,133,138
117,-67,14
-39,114,-86
-135,123,-38
28,128,79
-144,5,11
134,38,-2
33,-30,-104
-33,-107,15
-80,30,-22
-144,-144,14
144,124,97
60,-13,113
125,2,86
-63,-120,116
-82,-62,23
131,-77,-89
-20,106,31
78,-25,126
-5,97,59
124,103,65
-12,97,39
-13,8,-71
-49,-17,81
-61,122,-136
-94,-58,-48
79,-77,77
141,105,86
74,33,-89
51,-121,-141
-40,-95,112
-73,95,112
-131,-68,-30
-52,85,-145
-69,-73,-121
-3,-17,-29
100,-36,44
27,7,0
15,-16,-65
77,-115,16
86,47,71
100,-124,16
62,-105,-149
-66,-7,138
-9,127,-85
20,-26,100
-107,-76,-33
140,-146,124
42,19,-42
127,-2,45
46,-14,-6
-33,-63,21
-114,-99,66
-61,38,-38
-73,-121,-61
45,102,63
-5,145,-110
112,-113,-54
139,79,-133
-1,109,16
-105,5,-148
91,122,-9
14,-90,95
-17,51,-17
95,129,12
-64,76,16
-99,-27,12
-59,-12,101
89,-23,31
107,126,-10
25,-77,145
79,-83,-131
-27,81,-70
-82,-86,131
103,-89,-138
-35,-3,140
-116,49,-36
98,-108,102
49,132,-19
-70,141,-43
70,68,83
117,-3,-98
137,120,-115
-31,-60,-50
2,-107,63
67,61,-89
57,95,-138
-129,43,-96
123,-58,-62
-46,75,-71
114,-5,147
99,-37,47
-149,2,69
-114,121,-140
38,-27,-45
-48,-58,-82
65,-150,-85
77,-129,108
-117,145,-47
-28,1,-122
103,-35,75
101,-34,-60
50,-33,92
-31,56,115
31,-4,-9
-111,-150,83
-43,65,83
23,44,105
33,78,-148
136,-48,3
-84,-95,-129
142,-144,-13
-68,108,-143
-73,-72,115
-108,-139,-39
85,-100,14
19,8,-19
-48,-67,-124
-41,116,-144
-39,-145,-42
115,-27,13
-112,17,72
25,-148,30
32,-71,-140
-3,23,-128
-139,-41,-78
25,128,132
-144,-18,-33
-66,92,-14
-8,-45,43
-148,-28,-134
16,10,34
-10,-114,36
-78,120,-133
-67,20,40
7,31,-99
131,-42,-69
-134,16,64
-17,-147,58
119,-5,-85
64,-2,38
81,-84,-102
-35,108,-14
-97,-120,-43
-80,15,-121
-138,-128,60
-86,-146,-80
-5,-78,86
-91,55,89
-131,77,-13
-65,-9,135
-125,-26,-47
-77,141,-89
112,-106,-59
-29,16,107
0,29,-119
-38,93,-63
32,-62,9
-32,50,-85
-40,121,-106
97,-94,35
82,-17,-140
-115,109,-97
-2,71,-52
89,-56,114
98,94,-7
130,-42,-64
-83,140,77
77,-42,29
-106,120,0
-62,67,109
-125,51,-58
-63,138,-99
-9,-14,122
141,-74,-32
105,-126,-88
1,-94,72
139,-26,62
66,-47,-77
-55,-3,-107
148,137,111
107,-86,12
-101,2,53
-49,-105,-111
-25,-114,-35
94,141,42
-92,44,-150
131,34,26
95,-50,129
-132,98,28
-88,96,15
-75,53,80
139,-146,-16
42,7,29
82,133,117
-51,129,-140
-107,-61,55
-106,-28,-61
122,-82,91
102,-12,91
-20,50,37
-102,-123,-8
-120,-81,49
14,111,-94
-55,95,-59
-36,-53,-28
-26,42,62
-121,138,-64
20,111,56
-38,63,-105
-45,-55,147
143,-7,-125
37,75,-56
-64,-9,-43
45,86,-45
136,-100,52
11,77,-56
-25,106,-15
61,-23,-54
-32,141,-89
13,-54,6
10,-9,-98
87,-69,127
-67,69,-31
41,-36,-43
-102,3,8
100,-136,-65
-54,-11,-57
81,-48,122
-123,70,-135
-62,-15,14
147,-102,-145
-101,135,-12
-124,-29,-92
47,-86,74
-145,-38,-21
65,-88,45
-98,60,-116
-5,-8,39
20,71,11
35,-88,147
-101,-39,-53
-43,10,-16
95,88,105
-95,-14,-131
130,43,-19
11,-42,95
-93,62,6
-7,-41,-100
-118,129,-127
44,67,-13
93,-132,98
-110,-25,-42
24,-27,-51
-20,28,137
51,60,30
-117,-78,-110
-120,-21,102
36,122,-89
138,-93,-57
-138,101,-140
-1,96,-122
-52,136,56
108,62,-121
-41,-56,109
-54,146,20
-122,-69,144
-82,-39,-27
-78,148,-3
36,-112,54
129,-100,57
-109,102,3
-81,-48,41
125,-90,-46
-94,20,100
-134,-132,96
88,-103,-123
82,17,-11
-43,90,39
-144,-24,129
61,7,-120
20,48,-116
-126,117,-14
117,145,98
-27,-47,20
-76,-31,39
-130,-41,86
-50,-109,-47
89,50,-55
30,57,71
9,20,-20
91,-110,-122
125,-86,-102
13,-66,-107
-38,57,48
132,131,-132
21,-148,29
9,4,123
-135,-57,23
-40,-125,-70
-66,86,100
64,80,-107
93,55,9
141,-29,93
-64,83,1
134,117,34
-96,41,88
84,-100,-58
109,-85,87
-18,78,112
115,-138,101
117,128,31
-140,123,-12
20,-134,109
-37,-48,94
-134,-11,62
51,43,-47
-11,29,55
82,-12,-127
71,-127,-147
86,138,-83
37,-143,-105
-82,-132,-131
56,90,-115
68,-45,40
12,-28,-121
-24,-75,124
131,116,56
37,100,-54
112,22,-31
115,-42,9
-118,145,17
-21,-35,87
50,-77,27
138,141,132
80,56,-46
109,-118,81
135,-136,48
93,103,-2
-110,117,-78
9,134,30
-79,-82,77
88,47,-108
25,0,-34
-98,-12,9
-64,-82,-85
93,-71,-52
24,-34,14
-78,-90,19
123,-50,-14
-105,-139,22
128,-68,90
55,-78,-13
98,149,-111
-34,-47,27
125,40,147
-57,-17,-22
93,-91,95
-43,-18,-145
-122,7,7
66,104,70
-62,82,-95
-122,-12,-23
67,-12,-23
107,104,80
36,79,22
34,-128,-145
-86,-133,-85
-141,-26,99
-84,54,8
125,-30,-38
46,58,-53
101,86,85
-20,4,-77
-141,-39,-71
142,-101,-90
14,83,-15
72,-100,2
-111,-91,127
138,28,31
48,3,-148
-88,-49,112
9,-46,49
-4,137,-97
69,146,66
-100,138,115
-39,3,101
96,-75,-149
-52,-36,-38
-23,4,-108
-89,-98,98
-35,16,-101
-73,-124,56
126,22,43
-69,-6,39
-101,44,28
-135,-145,-67
-132,-147,60
-79,-48,-74
33,131,80
76,-108,-116
76,59,50
125,137,128
83,-135,1
-24,-1,145
-82,48,91
148,115,97
-69,-115,100
-107,-44,-46
-31,-108,-64
-49,-130,30
-15,96,-60
-63,123,-21
-84,57,46
119,-65,-105
-134,3,146
107,53,-137
106,134,-101
109,-71,57
-87,48,99
51,149,-129
-68,36,-131
74,124,143
-45,-58,102
-149,-89,-113
-51,-73,93
-3,-64,-4
10,-107,33
111,-148,112
19,-85,63
20,-131,62
94,3,1
113,-21,27
106,84,119
110,137,-68
148,-12,61
143,-113,147
-11,48,-110
-76,61,-108
-61,-18,10
-148,-95,81
116,149,-66
-33,112,63
144,121,49
-135,81,88
-53,131,-73
-142,124,-36
-144,16,-86
-52,90,126
43,-69,10
-97,-67,65
134,-100,116
-30,69,79
-117,64,102
134,79,85
72,-71,67
149,-11,93
16,47,-41
132,146,-48
-140,39,33
21,144,-131
-64,128,-29
-97,0,-110
-116,33,-144
-112,69,138
123,-9,-31
92,43,108
36,-39,6
-103,-57,54
51,-46,-57
-13,125,-11
6,-37,19
-121,68,-131
-81,-146,104
-22,-108,23
-34,-134,-136
85,-140,109
95,46,-80
-49,146,14
-93,47,118
52,-116,145
-109,92,10
60,121,-71
79,-57,-67
33,71,-24
-94,-61,44
-27,-74,54
-68,-129,3
55,25,51
-81,134,-52
-61,37,35
-14,78,-23
146,41,-51
-75,-30,94
61,-94,15
-61,14,-144
-115,-111,-16
141,24,57
-6,-71,-16
-105,50,-31
46,-109,-144
-69,27,136
110,75,27
-39,-97,-100
-95,114,8
122,-97,-128
128,-62,-88
-38,-71,86
-130,126,-83
4,-77,117
-125,-129,-142
-119,-48,35
-80,-35,-40
97,76,13
-101,132,29
57,104,134
132,135,-26
-54,-1,106
-118,71,82
-51,-74,-93
-32,-49,-71
-24,35,83
-87,105,-50
75,104,-123
-9,-94,-89
-78,113,-83
-93,95,-98
31,-57,52
-13,-25,-27
-29,126,101
81,-4,-45
-88,122,-108
-103,-63,147
-2,-85,-147
77,56,-91
138,128,-127
-95,-63,-130
10,119,16
-88,8,-107
87,-118,-130
91,113,68
-52,-125,93
-10,-26,-120
39,122,-55
42,49,-97
102,89,-66
-123,145,21
-51,5,42
115,119,-47
-141,108,-15
-69,101,-52
149,-101,25
92,91,149
-125,-20,-126
22,-127,125
76,-123,117
-88,-44,112
135,107,19
28,73,40
131,134,50
18,-33,2
116,18,103
43,13,45
94,38,-125
-130,-90,-102
-102,-112,-23
-135,-50,83
-121,-64,41
48,-134,16
-62,-101,52
-110,67,-79
42,85,89
-4,30,-48
-109,-26,-108
-84,47,5
17,95,43
-104,110,-104
-118,139,34
73,89,102
-9,-71,-149
-55,-31,120
16,-138,55
-45,60,-65
110,101,111
-148,-81,8
7,138,-47
-47,-115,-35
-1,-83,6
-65,-108,-55
-113,85,24
-60,-120,144
-90,46,-92
-133,-97,118
4,-85,121
-35,-82,-110
-124,127,-69
31,-70,18
-101,79,85
55,-84,-121
-149,-47,-134
25,43,-104
71,103,144
129,-128,-51
149,26,15
120,-106,135
-87,-28,112
-6,-147,-107
-86,-98,-126
-99,108,-59
-70,-139,96
-54,88,-10
44,10,-5
90,41,18
-111,41,-54
106,11,-10
91,126,-136
54,22,-132
149,86,-28
-75,137,-18
16,-31,-7
15,117,-16
-145,11,144
52,3,35
-28,95,-22
121,51,140
13,45,-132
28,1,41
46,0,-23
-80,75,17
105,-6,136
-52,-141,-144
134,-84,69
128,-130,-77
66,-7,-132
-106,16,121
-64,-121,16
-45,57,-133
146,-47,69
25,76,-5
-56,31,-109
-69,-119,-48
-11,-134,70
-92,144,90
-19,112,-15
51,-143,-149
23,-57,-119
-111,48,88
-41,96,-56
-122,-28,-78
75,118,103
116,-101,134
-30,38,-98
-110,149,-51
131,-20,-89
18,-118,-82
20,55,12
103,146,-38
41,-45,-91
-113,-16,83
-41,-39,51
-36,-72,-147
-51,48,93
1,89,92
-148,122,-25
-86,-10,7
-18,-88,-36
-104,-135,12
61,109,118
-128,146,4
105,8,115
58,122,-55
113,-27,-104
109,-123,-113
103,-121,-141
-72,-57,51
137,128,114
3,-126,-119
-134,85,140
134,-141,-111
40,114,47
57,75,71
-147,90,-105
-101,49,-78
-64,55,3
-3,133,97
-102,-127,75
-86,26,-149
-54,42,139
-64,78,148
-25,20,-135
-76,-72,142
146,-69,82
-57,32,34
67,-130,-61
-80,69,-26
-133,-131,49
144,-66,-74
-102,30,-130
-113,-132,-149
-63,46,21
-48,-128,99
-56,-80,-68
-71,13,-134
-135,-70,-62
-46,1,-143
130,70,-123
30,117,-39
-142,-135,-107
-70,-98,-37
-69,-11,-141
103,144,-118
104,-10,-48
-113,69,-132
-97,84,-52
-8,-60,-149
51,-27,72
78,-95,39
-59,-87,54
36,45,-142
-150,127,49
-141,132,95
-57,86,-64
98,123,-145
116,-71,142
-34,123,-68
-32,24,55
-58,-47,110
-117,96,-75
87,-17,121
147,-17,-150
98,44,132
44,-110,68
130,138,42
-113,-144,-127
-121,-28,146
14,142,20
-81,-66,-125
-68,-33,122
59,-44,7
82,5,-108
82,-46,86
64,148,-122
-17,-120,-134
-73,-83,-76
-50,-1,47
-2,-137,39
-132,-16,-124
-54,118,-7
-30,28,100
127,-40,-45
-131,-55,111
