Point_id,Cluster_id
376,182061
377,182061
378,182061
379,182061
380,182061
381,182061
382,182061
383,182061
384,182061
385,182061
386,182061
387,182061
388,182061
389,182061
390,182061
391,182061
392,182061
393,182061
394,182061
395,182061
396,182061
397,182061
398,182061
399,182061
400,182061
401,182061
402,182061
403,182061
404,182061
405,182061
406,182061
407,182061
408,182061
409,182061
410,182061
411,182061
412,182061
413,182061
414,182061
415,182061
416,182061
417,182061
418,182061
419,182061
420,182061
421,182061
422,182061
423,182061
424,182061
425,182061
426,182061
427,182061
428,182061
429,182061
430,182061
431,182061
432,182061
433,182061
434,182061
435,182061
436,182061
437,182061
438,182061
439,182061
440,182061
441,182061
442,182061
443,182061
444,182061
445,182061
446,182061
447,182061
448,182061
449,182061
450,182061
451,182061
452,182061
453,182061
454,182061
455,182061
456,182061
457,182061
458,182061
459,182061
460,182061
461,182061
462,182061
463,182061
464,182061
465,182061
466,182061
467,182061
468,182061
469,182061
470,182061
471,182061
472,182061
473,182061
474,182061
475,182061
476,182061
477,182061
478,182061
479,182061
480,182061
481,182061
482,182061
483,182061
484,182061
485,182061
486,182061
487,182061
488,182061
489,182061
490,182061
491,182061
492,182061
493,182061
494,182061
495,182061
496,182061
497,182061
498,182061
499,182061
500,182061
501,182061
502,182061
503,182061
504,182061
505,182061
506,182061
507,182061
508,182061
509,182061
510,182061
511,182061
512,182061
513,182061
514,182061
515,182061
516,182061
517,182061
518,182061
519,182061
520,182061
521,182061
522,182061
523,182061
524,182061
525,182061
526,182061
527,182061
528,182061
529,182061
530,182061
531,182061
532,182061
533,182061
534,182061
535,182061
536,182061
537,182061
538,182061
539,182061
540,182061
541,182061
542,182061
543,182061
544,182061
545,182061
546,182061
547,182061
548,182061
549,182061
550,182061
551,182061
552,182061
553,182061
554,182061
555,182061
556,182061
557,182061
558,182061
559,182061
560,182061
561,182061
562,182061
563,182061
564,182061
565,182061
566,182061
567,182061
568,182061
569,182061
570,182061
571,182061
572,182061
573,182061
574,182061
575,182061
576,182061
577,182061
578,182061
579,182061
580,182061
581,182061
582,182061
583,182061
584,182061
585,182061
586,182061
587,182061
588,182061
589,182061
590,182061
591,182061
592,182061
593,182061
594,182061
595,182061
596,182061
597,182061
598,182061
599,182061
600,182061
601,182061
602,182061
603,182061
604,182061
605,182061
606,182061
607,182061
608,182061
609,182061
610,182061
611,182061
612,182061
613,182061
614,182061
615,182061
616,182061
617,182061
618,182061
619,182061
620,182061
621,182061
622,182061
623,182061
624,182061
625,182061
626,182061
627,182061
628,182061
629,182061
630,182061
631,182061
632,182061
633,182061
634,182061
635,182061
636,182061
637,182061
638,182061
639,182061
640,182061
641,182061
642,182061
643,182061
644,182061
645,182061
646,182061
647,182061
648,182061
649,182061
650,182061
651,182061
652,182061
653,182061
654,182061
655,182061
656,182061
657,182061
658,182061
659,182061
660,182061
661,182061
662,182061
663,182061
664,182061
665,182061
666,182061
667,182061
668,182061
669,182061
670,182061
671,182061
672,182061
673,182061
674,182061
675,182061
676,182061
677,182061
678,182061
679,182061
680,182061
681,182061
682,182061
683,182061
684,182061
685,182061
686,182061
687,182061
688,182061
689,182061
690,182061
691,182061
692,182061
693,182061
694,182061
695,182061
696,182061
697,182061
698,182061
699,182061
700,182061
701,182061
702,182061
703,182061
704,182061
705,182061
706,182061
707,182061
708,182061
709,182061
710,182061
711,182061
712,182061
713,182061
714,182061
715,182061
716,182061
717,182061
718,182061
719,182061
720,182061
721,182061
722,182061
723,182061
724,182061
725,182061
726,182061
727,182061
728,182061
729,182061
730,182061
731,182061
732,182061
733,182061
734,182061
735,182061
736,182061
737,182061
738,182061
739,182061
740,182061
741,182061
742,182061
743,182061
744,182061
745,182061
746,182061
747,182061
748,182061
749,182061
750,182061
751,182061
752,182061
753,182061
754,182061
755,182061
756,182061
757,182061
758,182061
759,182061
760,182061
761,182061
762,182061
763,182061
764,182061
765,182061
766,182061
767,182061
768,182061
769,182061
770,182061
771,182061
772,182061
773,182061
774,182061
775,182061
776,182061
777,182061
778,182061
779,182061
780,182061
781,182061
782,182061
783,182061
784,182061
785,182061
786,182061
787,182061
788,182061
789,182061
790,182061
791,182061
792,182061
793,182061
794,182061
795,182061
796,182061
797,182061
798,182061
799,182061
800,182061
801,182061
802,182061
803,182061
804,182061
805,182061
806,182061
807,182061
808,182061
809,182061
810,182061
811,182061
812,182061
813,182061
814,182061
815,182061
816,182061
817,182061
818,182061
819,182061
820,182061
821,182061
822,182061
823,182061
824,182061
825,182061
826,182061
827,182061
828,182061
829,182061
830,182061
831,182061
832,182061
833,182061
834,182061
835,182061
836,182061
837,182061
838,182061
839,182061
840,182061
841,182061
842,182061
843,182061
844,182061
845,182061
846,182061
847,182061
848,182061
849,182061
850,182061
851,182061
852,182061
853,182061
854,182061
855,182061
856,182061
857,182061
858,182061
859,182061
860,182061
861,182061
862,182061
863,182061
864,182061
865,182061
866,182061
867,182061
868,182061
869,182061
870,182061
871,182061
872,182061
873,182061
874,182061
875,182061
876,182061
877,182061
878,182061
879,182061
880,182061
881,182061
882,182061
883,182061
884,182061
885,182061
886,182061
887,182061
888,182061
889,182061
890,182061
891,182061
892,182061
893,182061
894,182061
895,182061
896,182061
897,182061
898,182061
899,182061
900,182061
901,182061
902,182061
903,182061
904,182061
905,182061
906,182061
907,182061
908,182061
909,182061
910,182061
911,182061
912,182061
913,182061
914,182061
915,182061
916,182061
917,182061
918,182061
919,182061
920,182061
921,182061
922,182061
923,182061
924,182061
925,182061
926,182061
927,182061
928,182061
929,182061
930,182061
931,182061
932,182061
933,182061
934,182061
935,182061
936,182061
937,182061
938,182061
939,182061
940,182061
941,182061
942,182061
943,182061
944,182061
945,182061
946,182061
947,182061
948,182061
949,182061
950,182061
951,182061
952,182061
953,182061
954,182061
955,182061
956,182061
957,182061
958,182061
959,182061
960,182061
961,182061
962,182061
963,182061
964,182061
965,182061
966,182061
967,182061
968,182061
969,182061
970,182061
971,182061
972,182061
973,182061
974,182061
975,182061
976,182061
977,182061
978,182061
979,182061
980,182061
981,182061
982,182061
983,182061
984,182061
985,182061
986,182061
987,182061
988,182061
989,182061
990,182061
991,182061
992,182061
993,182061
994,182061
995,182061
996,182061
997,182061
998,182061
999,182061
1000,182061
1001,182061
1002,182061
1003,182061
1004,182061
1005,182061
1006,182061
1007,182061
1008,182061
1009,182061
1010,182061
1011,182061
1012,182061
1013,182061
1014,182061
1015,182061
1016,182061
1017,182061
1018,182061
1019,182061
1020,182061
1021,182061
1022,182061
1023,182061
1024,182061
1025,182061
1026,182061
1027,182061
1028,182061
1029,182061
1030,182061
1031,182061
1032,182061
1033,182061
1034,182061
1035,182061
1036,182061
1037,182061
1038,182061
1039,182061
1040,182061
1041,182061
1042,182061
1043,182061
1044,182061
1045,182061
1046,182061
1047,182061
1048,182061
1049,182061
1050,182061
1051,182061
1052,182061
1053,182061
1054,182061
1055,182061
1056,182061
1057,182061
1058,182061
1059,182061
1060,182061
1061,182061
1062,182061
1063,182061
1064,182061
1065,182061
1066,182061
1067,182061
1068,182061
1069,182061
1070,182061
1071,182061
1072,182061
1073,182061
1074,182061
1075,182061
1076,182061
1077,182061
1078,182061
1079,182061
1080,182061
1081,182061
1082,182061
1083,182061
1084,182061
1085,182061
1086,182061
1087,182061
1088,182061
1089,182061
1090,182061
1091,182061
1092,182061
1093,182061
1094,182061
1095,182061
1096,182061
1097,182061
1098,182061
1099,182061
1100,182061
1101,182061
1102,182061
1103,182061
1104,182061
1105,182061
1106,182061
1107,182061
1108,182061
1109,182061
1110,182061
1111,182061
1112,182061
1113,182061
1114,182061
1115,182061
1116,182061
1117,182061
1118,182061
1119,182061
1120,182061
1121,182061
1122,182061
1123,182061
1124,182061
1125,182061
1126,182061
1127,182061
1128,182061
1129,182061
1130,182061
1131,182061
1132,182061
1133,182061
1134,182061
1135,182061
1136,182061
1137,182061
1138,182061
1139,182061
1140,182061
1141,182061
1142,182061
1143,182061
1144,182061
1145,182061
1146,182061
1147,182061
1148,182061
1149,182061
1150,182061
1151,182061
1152,182061
1153,182061
1154,182061
1155,182061
1156,182061
1157,182061
1158,182061
1159,182061
1160,182061
1161,182061
1162,182061
1163,182061
1164,182061
1165,182061
1166,182061
1167,182061
1168,182061
1169,182061
1170,182061
1171,182061
1172,182061
1173,182061
1174,182061
1175,182061
1176,182061
1177,182061
1178,182061
1179,182061
1180,182061
1181,182061
1182,182061
1183,182061
1184,182061
1185,182061
1186,182061
1187,182061
1188,182061
1189,182061
1190,182061
1191,182061
1192,182061
1193,182061
1194,182061
1195,182061
1196,182061
1197,182061
1198,182061
1199,182061
1200,182061
1201,182061
1202,182061
1203,182061
1204,182061
1205,182061
1206,182061
1207,182061
1208,182061
1209,182061
1210,182061
1211,182061
1212,182061
1213,182061
1214,182061
1215,182061
1216,182061
1217,182061
1218,182061
1219,182061
1220,182061
1221,182061
1222,182061
1223,182061
1224,182061
1225,182061
1226,182061
1227,182061
1228,182061
1229,182061
1230,182061
1231,182061
1232,182061
1233,182061
1234,182061
1235,182061
1236,182061
1237,182061
1238,182061
1239,182061
1240,182061
1241,182061
1242,182061
1243,182061
1244,182061
1245,182061
1246,182061
1247,182061
1248,182061
1249,182061
1250,182061
1251,182061
1252,182061
1253,182061
1254,182061
1255,182061
1256,182061
1257,182061
1258,182061
1259,182061
1260,182061
1261,182061
1262,182061
1263,182061
1264,182061
1265,182061
1266,182061
1267,182061
1268,182061
1269,182061
1270,182061
1271,182061
1272,182061
1273,182061
1274,182061
1275,182061
1276,182061
1277,182061
1278,182061
1279,182061
1280,182061
1281,182061
1282,182061
1283,182061
1284,182061
1285,182061
1286,182061
1287,182061
1288,182061
1289,182061
1290,182061
1291,182061
1292,182061
1293,182061
1294,182061
1295,182061
1296,182061
1297,182061
1298,182061
1299,182061
1300,182061
1301,182061
1302,182061
1303,182061
1304,182061
1305,182061
1306,182061
1307,182061
1308,182061
1309,182061
1310,182061
1311,182061
1312,182061
1313,182061
1314,182061
1315,182061
1316,182061
1317,182061
1318,182061
1319,182061
1320,182061
1321,182061
1322,182061
1323,182061
1324,182061
1325,182061
1326,182061
1327,182061
1328,182061
1329,182061
1330,182061
1331,182061
1332,182061
1333,182061
1334,182061
1335,182061
1336,182061
1337,182061
1338,182061
1339,182061
1340,182061
1341,182061
1342,182061
1343,182061
1344,182061
1345,182061
1346,182061
1347,182061
1348,182061
1349,182061
1350,182061
1351,182061
1352,182061
1353,182061
1354,182061
1355,182061
1356,182061
1357,182061
1358,182061
1359,182061
1360,182061
1361,182061
1362,182061
1363,182061
1364,182061
1365,182061
1366,182061
1367,182061
1368,182061
1369,182061
1370,182061
1371,182061
1372,182061
1373,182061
1374,182061
1375,182061
1376,182061
1377,182061
1378,182061
1379,182061
1380,182061
1381,182061
1382,182061
1383,182061
1384,182061
1385,182061
1386,182061
1387,182061
1388,182061
1389,182061
1390,182061
1391,182061
1392,182061
1393,182061
1394,182061
1395,182061
1396,182061
1397,182061
1398,182061
1399,182061
1400,182061
1401,182061
1402,182061
1403,182061
1404,182061
1405,182061
1406,182061
1407,182061
1408,182061
1409,182061
1410,182061
1411,182061
1412,182061
1413,182061
1414,182061
1415,182061
1416,182061
1417,182061
1418,182061
1419,182061
1420,182061
1421,182061
1422,182061
1423,182061
1424,182061
1425,182061
1426,182061
1427,182061
1428,182061
1429,182061
1430,182061
1431,182061
1432,182061
1433,182061
1434,182061
1435,182061
1436,182061
1437,182061
1438,182061
1439,182061
1440,182061
1441,182061
1442,182061
1443,182061
1444,182061
1445,182061
1446,182061
1447,182061
1448,182061
1449,182061
1450,182061
1451,182061
1452,182061
1453,182061
1454,182061
1455,182061
1456,182061
1457,182061
1458,182061
1459,182061
1460,182061
1461,182061
1462,182061
1463,182061
1464,182061
1465,182061
1466,182061
1467,182061
1468,182061
1469,182061
1470,182061
1471,182061
1472,182061
1473,182061
1474,182061
1475,182061
1476,182061
1477,182061
1478,182061
1479,182061
1480,182061
1481,182061
1482,182061
1483,182061
1484,182061
1485,182061
1486,182061
1487,182061
1488,182061
1489,182061
1490,182061
1491,182061
1492,182061
1493,182061
1494,182061
1495,182061
1496,182061
1497,182061
1498,182061
1499,182061
1500,182061
1501,182061
1502,182061
1503,182061
1504,182061
1505,182061
1506,182061
1507,182061
1508,182061
1509,182061
1510,182061
1511,182061
1512,182061
1513,182061
1514,182061
1515,182061
1516,182061
1517,182061
1518,182061
1519,182061
1520,182061
1521,182061
1522,182061
1523,182061
1524,182061
1525,182061
1526,182061
1527,182061
1528,182061
1529,182061
1530,182061
1531,182061
1532,182061
1533,182061
1534,182061
1535,182061
1536,182061
1537,182061
1538,182061
1539,182061
1540,182061
1541,182061
1542,182061
1543,182061
1544,182061
1545,182061
1546,182061
1547,182061
1548,182061
1549,182061
1550,182061
1551,182061
1552,182061
1553,182061
1554,182061
1555,182061
1556,182061
1557,182061
1558,182061
1559,182061
1560,182061
1561,182061
1562,182061
1563,182061
1564,182061
1565,182061
1566,182061
1567,182061
1568,182061
1569,182061
1570,182061
1571,182061
1572,182061
1573,182061
1574,182061
1575,182061
1576,182061
1577,182061
1578,182061
1579,182061
1580,182061
1581,182061
1582,182061
1583,182061
1584,182061
1585,182061
1586,182061
1587,182061
1588,182061
1589,182061
1590,182061
1591,182061
1592,182061
1593,182061
1594,182061
1595,182061
1596,182061
1597,182061
1598,182061
1599,182061
1600,182061
1601,182061
1602,182061
1603,182061
1604,182061
1605,182061
1606,182061
1607,182061
1608,182061
1609,182061
1610,182061
1611,182061
1612,182061
1613,182061
1614,182061
1615,182061
1616,182061
1617,182061
1618,182061
1619,182061
1620,182061
1621,182061
1622,182061
1623,182061
1624,182061
1625,182061
1626,182061
1627,182061
1628,182061
1629,182061
1630,182061
1631,182061
1632,182061
1633,182061
1634,182061
1635,182061
1636,182061
1637,182061
1638,182061
1639,182061
1640,182061
1641,182061
1642,182061
1643,182061
1644,182061
1645,182061
1646,182061
1647,182061
1648,182061
1649,182061
1650,182061
1651,182061
1652,182061
1653,182061
1654,182061
1655,182061
1656,182061
1657,182061
1658,182061
1659,182061
1660,182061
1661,182061
1662,182061
1663,182061
1664,182061
1665,182061
1666,182061
1667,182061
1668,182061
1669,182061
1670,182061
1671,182061
1672,182061
1673,182061
1674,182061
1675,182061
1676,182061
1677,182061
1678,182061
1679,182061
1680,182061
1681,182061
1682,182061
1683,182061
1684,182061
1685,182061
1686,182061
1687,182061
1688,182061
1689,182061
1690,182061
1691,182061
1692,182061
1693,182061
1694,182061
1695,182061
1696,182061
1697,182061
1698,182061
1699,182061
1700,182061
1701,182061
1702,182061
1703,182061
1704,182061
1705,182061
1706,182061
1707,182061
1708,182061
1709,182061
1710,182061
1711,182061
1712,182061
1713,182061
1714,182061
1715,182061
1716,182061
1717,182061
1718,182061
1719,182061
1720,182061
1721,182061
1722,182061
1723,182061
1724,182061
1725,182061
1726,182061
1727,182061
1728,182061
1729,182061
1730,182061
1731,182061
1732,182061
1733,182061
1734,182061
1735,182061
1736,182061
1737,182061
1738,182061
1739,182061
1740,182061
1741,182061
1742,182061
1743,182061
1744,182061
1745,182061
1746,182061
1747,182061
1748,182061
1749,182061
1750,182061
1751,182061
1752,182061
1753,182061
1754,182061
1755,182061
1756,182061
1757,182061
1758,182061
1759,182061
1760,182061
1761,182061
1762,182061
1763,182061
1764,182061
1765,182061
1766,182061
1767,182061
1768,182061
1769,182061
1770,182061
1771,182061
1772,182061
1773,182061
1774,182061
1775,182061
1776,182061
1777,182061
1778,182061
1779,182061
1780,182061
1781,182061
1782,182061
1783,182061
1784,182061
1785,182061
1786,182061
1787,182061
1788,182061
1789,182061
1790,182061
1791,182061
1792,182061
1793,182061
1794,182061
1795,182061
1796,182061
1797,182061
1798,182061
1799,182061
1800,182061
1801,182061
1802,182061
1803,182061
1804,182061
1805,182061
1806,182061
1807,182061
1808,182061
1809,182061
1810,182061
1811,182061
1812,182061
1813,182061
1814,182061
1815,182061
1816,182061
1817,182061
1818,182061
1819,182061
1820,182061
1821,182061
1822,182061
1823,182061
1824,182061
1825,182061
1826,182061
1827,182061
1828,182061
1829,182061
1830,182061
1831,182061
1832,182061
1833,182061
1834,182061
1835,182061
1836,182061
1837,182061
1838,182061
1839,182061
1840,182061
1841,182061
1842,182061
1843,182061
1844,182061
1845,182061
1846,182061
1847,182061
1848,182061
1849,182061
1850,182061
1851,182061
1852,182061
1853,182061
1854,182061
1855,182061
1856,182061
1857,182061
1858,182061
1859,182061
1860,182061
1861,182061
1862,182061
1863,182061
1864,182061
1865,182061
1866,182061
1867,182061
1868,182061
1869,182061
1870,182061
1871,182061
1872,182061
1873,182061
1874,182061
1875,182061
1876,182061
1877,182061
1878,182061
1879,182061
1880,182061
1881,182061
1882,182061
1883,182061
1884,182061
1885,182061
1886,182061
1887,182061
1888,182061
1889,182061
1890,182061
1891,182061
1892,182061
1893,182061
1894,182061
1895,182061
1896,182061
1897,182061
1898,182061
1899,182061
1900,182061
1901,182061
1902,182061
1903,182061
1904,182061
1905,182061
1906,182061
1907,182061
1908,182061
1909,182061
1910,182061
1911,182061
1912,182061
1913,182061
1914,182061
1915,182061
1916,182061
1917,182061
1918,182061
1919,182061
1920,182061
1921,182061
1922,182061
1923,182061
1924,182061
1925,182061
1926,182061
1927,182061
1928,182061
1929,182061
1930,182061
1931,182061
1932,182061
1933,182061
1934,182061
1935,182061
1936,182061
1937,182061
1938,182061
1939,182061
1940,182061
1941,182061
1942,182061
1943,182061
1944,182061
1945,182061
1946,182061
1947,182061
1948,182061
1949,182061
1950,182061
1951,182061
1952,182061
1953,182061
1954,182061
1955,182061
1956,182061
1957,182061
1958,182061
1959,182061
1960,182061
1961,182061
1962,182061
1963,182061
1964,182061
1965,182061
1966,182061
1967,182061
1968,182061
1969,182061
1970,182061
1971,182061
1972,182061
1973,182061
1974,182061
1975,182061
1976,182061
1977,182061
1978,182061
1979,182061
1980,182061
1981,182061
1982,182061
1983,182061
1984,182061
1985,182061
1986,182061
1987,182061
1988,182061
1989,182061
1990,182061
1991,182061
1992,182061
1993,182061
1994,182061
1995,182061
1996,182061
1997,182061
1998,182061
1999,182061
2000,182061
2001,182061
2002,182061
2003,182061
2004,182061
2005,182061
2006,182061
2007,182061
2008,182061
2009,182061
2010,182061
2011,182061
2012,182061
2013,182061
2014,182061
2015,182061
2016,182061
2017,182061
2018,182061
2019,182061
2020,182061
2021,182061
2022,182061
2023,182061
2024,182061
2025,182061
2026,182061
2027,182061
2028,182061
2029,182061
2030,182061
2031,182061
2032,182061
2033,182061
2034,182061
2035,182061
2036,182061
2037,182061
2038,182061
2039,182061
2040,182061
2041,182061
2042,182061
2043,182061
2044,182061
2045,182061
2046,182061
2047,182061
2048,182061
2049,182061
2050,182061
2051,182061
2052,182061
2053,182061
2054,182061
2055,182061
2056,182061
2057,182061
2058,182061
2059,182061
2060,182061
2061,182061
2062,182061
2063,182061
2064,182061
2065,182061
2066,182061
2067,182061
2068,182061
2069,182061
2070,182061
2071,182061
2072,182061
2073,182061
2074,182061
2075,182061
2076,182061
2077,182061
2078,182061
2079,182061
2080,182061
2081,182061
2082,182061
2083,182061
2084,182061
2085,182061
2086,182061
2087,182061
2088,182061
2089,182061
2090,182061
2091,182061
2092,182061
2093,182061
2094,182061
2095,182061
2096,182061
2097,182061
2098,182061
2099,182061
2100,182061
2101,182061
2102,182061
2103,182061
2104,182061
2105,182061
2106,182061
2107,182061
2108,182061
2109,182061
2110,182061
2111,182061
2112,182061
2113,182061
2114,182061
2115,182061
2116,182061
2117,182061
2118,182061
2119,182061
2120,182061
2121,182061
2122,182061
2123,182061
2124,182061
2125,182061
2126,182061
2127,182061
2128,182061
2129,182061
2130,182061
2131,182061
2132,182061
2133,182061
2134,182061
2135,182061
2136,182061
2137,182061
2138,182061
2139,182061
2140,182061
2141,182061
2142,182061
2143,182061
2144,182061
2145,182061
2146,182061
2147,182061
2148,182061
2149,182061
2150,182061
2151,182061
2152,182061
2153,182061
2154,182061
2155,182061
2156,182061
2157,182061
2158,182061
2159,182061
2160,182061
2161,182061
2162,182061
2163,182061
2164,182061
2165,182061
2166,182061
2167,182061
2168,182061
2169,182061
2170,182061
2171,182061
2172,182061
2173,182061
2174,182061
2175,182061
2176,182061
2177,182061
2178,182061
2179,182061
2180,182061
2181,182061
2182,182061
2183,182061
2184,182061
2185,182061
2186,182061
2187,182061
2188,182061
2189,182061
2190,182061
2191,182061
2192,182061
2193,182061
2194,182061
2195,182061
2196,182061
2197,182061
2198,182061
2199,182061
2200,182061
2201,182061
2202,182061
2203,182061
2204,182061
2205,182061
2206,182061
2207,182061
2208,182061
2209,182061
2210,182061
2211,182061
2212,182061
2213,182061
2214,182061
2215,182061
2216,182061
2217,182061
2218,182061
2219,182061
2220,182061
2221,182061
2222,182061
2223,182061
2224,182061
2225,182061
2226,182061
2227,182061
2228,182061
2229,182061
2230,182061
2231,182061
2232,182061
2233,182061
2234,182061
2235,182061
2236,182061
2237,182061
2238,182061
2239,182061
2240,182061
2241,182061
2242,182061
2243,182061
2244,182061
2245,182061
2246,182061
2247,182061
2248,182061
2249,182061
2250,182061
2251,182061
2252,182061
2253,182061
2254,182061
2255,182061
2256,182061
2257,182061
2258,182061
2259,182061
2260,182061
2261,182061
2262,182061
2263,182061
2264,182061
2265,182061
2266,182061
2267,182061
2268,182061
2269,182061
2270,182061
2271,182061
2272,182061
2273,182061
2274,182061
2275,182061
2276,182061
2277,182061
2278,182061
2279,182061
2280,182061
2281,182061
2282,182061
2283,182061
2284,182061
2285,182061
2286,182061
2287,182061
2288,182061
2289,182061
2290,182061
2291,182061
2292,182061
2293,182061
2294,182061
2295,182061
2296,182061
2297,182061
2298,182061
2299,182061
2300,182061
2301,182061
2302,182061
2303,182061
2304,182061
2305,182061
2306,182061
2307,182061
2308,182061
2309,182061
2310,182061
2311,182061
2312,182061
2313,182061
2314,182061
2315,182061
2316,182061
2317,182061
2318,182061
2319,182061
2320,182061
2321,182061
2322,182061
2323,182061
2324,182061
2325,182061
2326,182061
2327,182061
2328,182061
2329,182061
2330,182061
2331,182061
2332,182061
2333,182061
2334,182061
2335,182061
2336,182061
2337,182061
2338,182061
2339,182061
2340,182061
2341,182061
2342,182061
2343,182061
2344,182061
2345,182061
2346,182061
2347,182061
2348,182061
2349,182061
2350,182061
2351,182061
2352,182061
2353,182061
2354,182061
2355,182061
2356,182061
2357,182061
2358,182061
2359,182061
2360,182061
2361,182061
2362,182061
2363,182061
2364,182061
2365,182061
2366,182061
2367,182061
2368,182061
2369,182061
2370,182061
2371,182061
2372,182061
2373,182061
2374,182061
2375,182061
2376,182061
2377,182061
2378,182061
2379,182061
2380,182061
2381,182061
2382,182061
2383,182061
2384,182061
2385,182061
2386,182061
2387,182061
2388,182061
2389,182061
2390,182061
2391,182061
2392,182061
2393,182061
2394,182061
2395,182061
2396,182061
2397,182061
2398,182061
2399,182061
2400,182061
2401,182061
2402,182061
2403,182061
2404,182061
2405,182061
2406,182061
2407,182061
2408,182061
2409,182061
2410,182061
2411,182061
2412,182061
2413,182061
2414,182061
2415,182061
2416,182061
2417,182061
2418,182061
2419,182061
2420,182061
2421,182061
2422,182061
2423,182061
2424,182061
2425,182061
2426,182061
2427,182061
2428,182061
2429,182061
2430,182061
2431,182061
2432,182061
2433,182061
2434,182061
2435,182061
2436,182061
2437,182061
2438,182061
2439,182061
2440,182061
2441,182061
2442,182061
2443,182061
2444,182061
2445,182061
2446,182061
2447,182061
2448,182061
2449,182061
2450,182061
2451,182061
2452,182061
2453,182061
2454,182061
2455,182061
2456,182061
2457,182061
2458,182061
2459,182061
2460,182061
2461,182061
2462,182061
2463,182061
2464,182061
2465,182061
2466,182061
2467,182061
2468,182061
2469,182061
2470,182061
2471,182061
2472,182061
2473,182061
2474,182061
2475,182061
2476,182061
2477,182061
2478,182061
2479,182061
2480,182061
2481,182061
2482,182061
2483,182061
2484,182061
2485,182061
2486,182061
2487,182061
2488,182061
2489,182061
2490,182061
2491,182061
2492,182061
2493,182061
2494,182061
2495,182061
